 ,Label,X,Y,Width,Height,Area,NearestNeighborDistance,Perimeter,Circularity,Roundness,AR,Solidity,Feret,FeretAR,Compactness,Extent,IntegratedDensity,RawIntegratedDensity,FeretAngle,MinFeret,FeretX,FeretY,XM,YM,BX,BY,Major,Minor,Angle,XStart,YStart
451,Along the build_20.tif,43.180,26.802,2.122,1.361,0.557,1.519,5.969,0.196,0.324,3.090,0.364,2.156,2.106,0.569,0.193,141.985,47940.000,10.176,1.024,42.014,26.830,43.180,26.802,42.014,26.122,1.480,0.479,22.335,805.000,480.000
452,Along the build_20.tif,15.420,26.629,0.816,0.816,0.193,1.131,2.405,0.418,0.182,5.494,0.769,1.154,4.390,0.427,0.289,49.091,16575.000,45.000,0.263,15.020,27.048,15.420,26.629,15.020,26.231,1.160,0.211,46.466,288.000,482.000
453,Along the build_20.tif,10.348,26.688,0.599,0.871,0.207,1.077,2.283,0.500,0.320,3.123,0.765,1.027,2.757,0.566,0.398,52.867,17850.000,122.005,0.372,10.068,26.286,10.348,26.688,10.068,26.286,0.908,0.291,124.384,185.000,483.000
454,Along the build_20.tif,22.292,27.429,2.395,2.122,0.610,1.521,6.675,0.172,0.097,10.330,0.635,3.200,8.069,0.311,0.120,155.580,52530.000,138.447,0.397,21.170,26.340,22.292,27.429,21.170,26.340,2.833,0.274,138.077,389.000,484.000
455,Along the build_20.tif,0.536,27.016,0.707,1.088,0.379,1.703,2.994,0.531,0.537,1.861,0.766,1.110,1.722,0.733,0.492,96.671,32640.000,78.690,0.645,0.544,27.483,0.536,27.016,0.109,26.395,0.948,0.509,70.311,12.000,485.000
456,Along the build_20.tif,17.920,27.671,2.395,2.340,1.099,1.602,7.410,0.251,0.162,6.162,0.674,3.310,4.570,0.403,0.196,280.194,94605.000,43.668,0.724,16.544,28.789,17.920,27.671,16.544,26.449,2.936,0.476,38.539,345.000,486.000
457,Along the build_20.tif,28.578,26.790,0.544,0.544,0.104,1.031,1.571,0.528,0.262,3.815,0.714,0.732,2.718,0.512,0.350,26.433,8925.000,131.987,0.269,28.299,26.503,28.578,26.790,28.299,26.503,0.710,0.186,135.846,520.000,487.000
458,Along the build_20.tif,6.613,26.835,0.871,0.490,0.231,0.929,2.192,0.604,0.514,1.944,0.817,0.898,1.942,0.717,0.542,58.909,19890.000,14.036,0.462,6.204,26.830,6.613,26.835,6.204,26.612,0.756,0.389,10.526,128.000,489.000
459,Along the build_20.tif,19.426,26.850,0.381,0.435,0.110,1.716,1.314,0.798,0.508,1.970,0.871,0.579,1.878,0.712,0.661,27.944,9435.000,131.186,0.308,19.265,26.612,19.426,26.850,19.265,26.612,0.524,0.266,122.341,354.000,489.000
460,Along the build_20.tif,12.648,27.023,0.490,0.544,0.118,1.055,1.590,0.589,0.399,2.508,0.784,0.697,2.293,0.631,0.444,30.210,10200.000,51.340,0.304,12.517,27.320,12.648,27.023,12.463,26.776,0.615,0.245,51.380,235.000,492.000
461,Along the build_20.tif,29.920,27.135,0.707,0.707,0.252,1.018,2.097,0.720,0.396,2.527,0.842,0.893,2.109,0.629,0.503,64.195,21675.000,37.569,0.423,29.551,27.429,29.920,27.135,29.551,26.776,0.900,0.356,42.696,551.000,492.000
462,Along the build_20.tif,45.386,27.044,0.544,0.544,0.127,0.743,1.571,0.648,0.303,3.304,0.811,0.732,2.718,0.550,0.430,32.475,10965.000,131.987,0.269,45.116,26.776,45.386,27.044,45.116,26.776,0.732,0.222,135.497,829.000,492.000
463,Along the build_20.tif,49.351,27.148,1.252,0.762,0.421,1.217,3.103,0.549,0.318,3.142,0.796,1.387,2.767,0.564,0.441,107.244,36210.000,25.560,0.501,48.707,27.429,49.351,27.148,48.707,26.776,1.297,0.413,31.924,911.000,492.000
464,Along the build_20.tif,23.808,27.304,0.599,0.653,0.101,0.965,1.802,0.390,0.180,5.566,0.687,0.886,4.045,0.424,0.258,25.678,8670.000,132.510,0.219,23.510,26.993,23.808,27.304,23.510,26.993,0.845,0.152,130.504,432.000,496.000
465,Along the build_20.tif,36.769,27.320,0.871,0.599,0.142,1.786,2.206,0.367,0.185,5.418,0.696,1.057,4.112,0.430,0.273,36.252,12240.000,145.491,0.257,36.299,26.993,36.769,27.320,36.299,26.993,0.990,0.183,147.330,667.000,496.000
466,Along the build_20.tif,13.594,27.490,1.306,0.925,0.272,1.055,3.379,0.300,0.134,7.461,0.733,1.540,5.474,0.366,0.225,69.482,23460.000,32.005,0.281,12.898,27.918,13.594,27.490,12.898,27.048,1.609,0.216,32.982,258.000,497.000
467,Along the build_20.tif,31.084,27.656,1.034,1.143,0.412,0.930,3.315,0.471,0.277,3.616,0.768,1.470,2.939,0.526,0.348,104.978,35445.000,128.991,0.500,30.585,27.102,31.084,27.656,30.531,27.102,1.377,0.381,136.419,562.000,498.000
468,Along the build_20.tif,33.425,27.525,0.653,0.871,0.142,1.273,2.283,0.343,0.172,5.808,0.686,1.088,4.286,0.415,0.250,36.252,12240.000,126.870,0.254,33.088,27.102,33.425,27.525,33.088,27.102,1.025,0.177,130.701,608.000,498.000
469,Along the build_20.tif,44.896,27.603,1.034,0.980,0.240,0.743,2.880,0.364,0.155,6.445,0.747,1.387,5.151,0.394,0.237,61.175,20655.000,138.180,0.269,44.354,27.102,44.896,27.603,44.354,27.102,1.403,0.218,133.657,815.000,498.000
470,Along the build_20.tif,6.361,28.303,1.959,2.340,1.105,0.875,7.379,0.255,0.265,3.767,0.494,2.735,2.350,0.515,0.241,281.705,95115.000,121.159,1.164,5.878,27.156,6.361,28.303,5.442,27.156,2.302,0.611,131.985,108.000,499.000
471,Along the build_20.tif,11.584,27.512,0.490,0.490,0.142,1.171,1.545,0.749,0.465,2.152,0.850,0.693,2.000,0.682,0.593,36.252,12240.000,45.000,0.346,11.320,27.755,11.584,27.512,11.320,27.265,0.624,0.290,44.202,214.000,501.000
472,Along the build_20.tif,40.356,30.522,5.551,6.041,2.044,1.408,17.793,0.081,0.054,18.401,0.359,7.931,8.658,0.233,0.061,521.116,175950.000,133.332,0.916,37.279,27.592,40.356,30.522,37.279,27.374,6.919,0.376,133.431,692.000,503.000
473,Along the build_20.tif,27.976,27.798,0.762,0.707,0.255,1.174,2.269,0.622,0.364,2.749,0.851,1.003,2.371,0.603,0.473,64.951,21930.000,40.601,0.423,27.537,28.136,27.976,27.798,27.537,27.429,0.944,0.343,43.061,516.000,504.000
474,Along the build_20.tif,6.982,27.687,0.871,0.435,0.181,0.875,2.070,0.530,0.363,2.756,0.797,0.912,2.409,0.602,0.477,46.070,15555.000,17.354,0.379,6.585,27.755,6.982,27.687,6.585,27.483,0.796,0.289,18.745,134.000,505.000
475,Along the build_20.tif,44.299,28.304,1.469,1.905,0.909,0.921,5.303,0.406,0.311,3.220,0.768,2.221,3.049,0.557,0.325,231.859,78285.000,120.964,0.729,43.973,27.483,44.299,28.304,43.646,27.483,1.931,0.600,124.175,808.000,505.000
476,Along the build_20.tif,46.293,27.872,0.925,0.599,0.181,0.961,2.391,0.397,0.251,3.986,0.701,1.073,3.199,0.501,0.326,46.070,15555.000,149.534,0.336,45.769,27.537,46.293,27.872,45.769,27.537,0.958,0.240,145.315,841.000,506.000
477,Along the build_20.tif,42.324,29.221,2.558,2.939,0.619,1.288,8.092,0.119,0.056,17.899,0.526,3.855,10.293,0.236,0.082,157.845,53295.000,131.566,0.375,40.925,27.592,42.324,29.221,40.925,27.592,3.756,0.210,131.766,752.000,507.000
478,Along the build_20.tif,8.201,28.036,0.707,0.816,0.361,1.267,2.410,0.782,0.718,1.393,0.868,0.925,1.464,0.847,0.626,92.139,31110.000,61.928,0.632,8.000,28.463,8.201,28.036,7.891,27.646,0.800,0.575,50.016,154.000,508.000
479,Along the build_20.tif,30.264,28.094,0.599,0.871,0.296,0.930,2.333,0.684,0.452,2.214,0.830,1.027,2.025,0.672,0.568,75.524,25500.000,122.005,0.507,29.932,27.701,30.264,28.094,29.932,27.701,0.914,0.413,125.468,550.000,509.000
480,Along the build_20.tif,34.388,28.358,0.980,1.143,0.329,1.273,3.405,0.356,0.245,4.089,0.707,1.387,3.572,0.495,0.294,83.832,28305.000,131.820,0.388,34.014,27.755,34.388,28.358,33.959,27.755,1.308,0.320,128.828,625.000,510.000
481,Along the build_20.tif,20.038,28.598,0.871,1.197,0.536,1.692,3.397,0.584,0.696,1.438,0.780,1.256,1.520,0.834,0.514,136.699,46155.000,72.350,0.827,19.810,29.116,20.038,28.598,19.646,27.918,0.991,0.689,62.046,369.000,513.000
482,Along the build_20.tif,53.868,28.246,0.381,0.653,0.110,1.528,1.622,0.524,0.253,3.947,0.787,0.756,3.246,0.503,0.440,27.944,9435.000,120.256,0.233,53.660,27.918,53.868,28.246,53.660,27.918,0.742,0.188,115.060,986.000,513.000
483,Along the build_20.tif,31.420,28.948,2.286,1.905,0.841,1.335,6.827,0.227,0.141,7.078,0.511,2.797,4.189,0.376,0.193,214.488,72420.000,37.093,0.668,30.204,29.823,31.420,28.948,30.204,28.027,2.753,0.389,33.743,593.000,515.000
484,Along the build_20.tif,49.374,28.365,0.435,0.599,0.139,1.217,1.558,0.721,0.386,2.591,0.839,0.710,2.242,0.621,0.534,35.496,11985.000,122.471,0.317,49.197,28.082,49.374,28.365,49.143,28.082,0.678,0.262,121.310,904.000,516.000
485,Along the build_20.tif,12.283,28.496,0.544,0.762,0.178,0.939,1.975,0.573,0.369,2.708,0.755,0.852,2.320,0.608,0.429,45.314,15300.000,63.435,0.367,12.136,28.898,12.283,28.496,12.027,28.136,0.783,0.289,52.699,228.000,517.000
486,Along the build_20.tif,41.075,28.911,1.959,1.796,0.628,1.288,5.611,0.251,0.135,7.398,0.717,2.585,5.168,0.368,0.178,160.111,54060.000,139.268,0.500,40.163,28.299,41.075,28.911,40.163,28.190,2.432,0.329,136.512,740.000,518.000
487,Along the build_20.tif,15.691,28.852,1.252,0.980,0.569,1.766,3.551,0.567,0.432,2.315,0.749,1.361,1.817,0.657,0.464,145.006,48960.000,36.870,0.749,15.075,29.116,15.691,28.852,15.020,28.299,1.295,0.559,28.082,295.000,520.000
488,Along the build_20.tif,29.352,29.217,1.361,1.469,0.281,0.997,4.130,0.207,0.132,7.579,0.623,1.966,5.916,0.363,0.141,71.748,24225.000,131.634,0.332,28.517,28.408,29.352,29.217,28.517,28.408,1.648,0.217,133.319,524.000,522.000
489,Along the build_20.tif,51.134,30.163,3.864,4.844,1.256,1.997,14.067,0.080,0.122,8.206,0.331,5.872,5.325,0.349,0.067,320.222,108120.000,124.426,1.103,50.231,28.408,51.134,30.163,49.741,28.408,3.622,0.441,128.948,923.000,522.000
490,Along the build_20.tif,46.177,28.826,0.490,0.653,0.163,0.961,1.853,0.596,0.497,2.011,0.780,0.756,1.940,0.705,0.509,41.538,14025.000,120.256,0.390,45.932,28.517,46.177,28.826,45.878,28.517,0.646,0.321,121.582,844.000,524.000
491,Along the build_20.tif,24.521,30.235,3.537,3.320,0.826,0.791,10.725,0.090,0.097,10.346,0.304,4.851,6.003,0.311,0.070,210.712,71145.000,136.818,0.808,22.367,28.571,24.521,30.235,22.367,28.571,3.299,0.319,136.822,411.000,525.000
492,Along the build_20.tif,47.337,28.768,0.544,0.381,0.127,1.162,1.404,0.812,0.457,2.188,0.887,0.635,2.062,0.676,0.614,32.475,10965.000,149.036,0.308,47.075,28.626,47.337,28.768,47.075,28.571,0.596,0.272,146.498,866.000,525.000
493,Along the build_20.tif,53.836,29.773,2.340,2.449,0.930,1.528,6.996,0.239,0.108,9.296,0.793,3.387,7.335,0.328,0.162,237.146,80070.000,133.698,0.462,52.680,28.571,53.836,29.773,52.680,28.571,3.318,0.357,135.260,968.000,525.000
494,Along the build_20.tif,4.706,28.835,0.762,0.327,0.169,1.115,1.794,0.659,0.364,2.749,0.870,0.809,2.478,0.603,0.679,43.049,14535.000,19.654,0.327,4.354,29.007,4.706,28.835,4.354,28.680,0.769,0.280,12.461,84.000,527.000
495,Along the build_20.tif,25.803,28.984,0.435,0.490,0.121,1.003,1.404,0.774,0.525,1.905,0.828,0.589,1.726,0.724,0.569,30.965,10455.000,123.690,0.341,25.633,28.735,25.803,28.984,25.578,28.735,0.543,0.285,133.025,471.000,528.000
496,Along the build_20.tif,13.028,29.067,0.327,0.435,0.107,0.572,1.237,0.876,0.743,1.346,0.878,0.487,1.491,0.862,0.750,27.189,9180.000,116.565,0.327,12.952,28.844,13.028,29.067,12.844,28.844,0.427,0.318,99.983,238.000,530.000
497,Along the build_20.tif,3.667,29.418,0.816,1.088,0.258,1.191,2.885,0.389,0.186,5.380,0.716,1.298,3.967,0.431,0.290,65.706,22185.000,56.976,0.327,3.320,29.986,3.667,29.418,3.265,28.898,1.328,0.247,54.394,71.000,531.000
498,Along the build_20.tif,13.536,29.330,0.599,0.599,0.201,0.572,1.821,0.763,0.702,1.425,0.850,0.658,1.314,0.838,0.562,51.356,17340.000,24.444,0.500,13.224,29.388,13.536,29.330,13.224,29.061,0.605,0.424,61.811,248.000,534.000
499,Along the build_20.tif,33.183,29.245,0.435,0.381,0.121,1.496,1.314,0.884,0.604,1.655,0.891,0.544,1.597,0.777,0.732,30.965,10455.000,36.870,0.341,32.980,29.442,33.183,29.245,32.980,29.061,0.506,0.306,29.546,610.000,534.000
500,Along the build_20.tif,25.052,29.648,0.980,0.871,0.166,0.791,2.681,0.290,0.154,6.493,0.589,1.241,4.607,0.392,0.194,42.293,14280.000,142.125,0.269,24.490,29.224,25.052,29.648,24.490,29.170,1.171,0.180,138.895,451.000,536.000
501,Along the build_20.tif,5.182,29.844,1.741,1.687,0.551,1.115,5.276,0.249,0.168,5.968,0.601,2.387,3.976,0.409,0.188,140.475,47430.000,43.152,0.600,4.136,30.857,5.182,29.844,4.136,29.224,2.046,0.343,42.717,104.000,537.000
502,Along the build_20.tif,9.686,29.743,0.925,0.925,0.521,1.343,3.166,0.653,0.707,1.415,0.815,1.165,1.449,0.841,0.609,132.922,44880.000,52.595,0.804,9.415,30.204,9.686,29.743,9.197,29.279,0.969,0.685,36.279,184.000,538.000
503,Along the build_20.tif,21.106,29.911,1.524,1.306,0.361,1.594,4.443,0.230,0.168,5.941,0.505,1.938,3.915,0.410,0.182,92.139,31110.000,141.843,0.495,20.245,29.442,21.106,29.911,20.245,29.333,1.653,0.278,141.950,375.000,539.000
504,Along the build_20.tif,2.283,29.788,0.599,0.599,0.142,0.741,2.007,0.444,0.378,2.647,0.676,0.809,2.265,0.615,0.397,36.252,12240.000,132.274,0.357,2.014,29.497,2.283,29.788,1.959,29.497,0.692,0.261,141.233,37.000,542.000
505,Along the build_20.tif,18.314,30.596,2.177,2.721,0.936,2.435,9.175,0.140,0.285,3.506,0.440,3.170,2.707,0.534,0.158,238.656,80580.000,124.509,1.171,17.850,29.605,18.314,30.596,17.469,29.497,2.044,0.583,126.050,334.000,542.000
506,Along the build_20.tif,49.497,31.305,2.993,4.027,1.102,1.613,11.444,0.106,0.098,10.162,0.490,5.018,7.713,0.314,0.091,280.950,94860.000,126.621,0.651,48.218,29.497,49.497,31.305,48.218,29.497,3.776,0.372,124.996,886.000,542.000
507,Along the build_20.tif,11.506,30.166,0.816,1.143,0.373,1.095,3.610,0.360,0.495,2.022,0.655,1.175,1.742,0.703,0.400,95.160,32130.000,103.392,0.674,11.483,29.551,11.506,30.166,11.048,29.551,0.980,0.485,125.142,211.000,543.000
508,Along the build_20.tif,45.810,30.506,1.524,2.122,0.524,0.742,5.616,0.209,0.113,8.847,0.667,2.581,7.398,0.336,0.162,133.678,45135.000,124.695,0.349,45.170,29.551,45.810,30.506,45.116,29.551,2.430,0.275,127.834,830.000,543.000
509,Along the build_20.tif,23.788,30.649,1.905,2.068,0.684,0.842,7.463,0.154,0.170,5.892,0.538,2.772,4.802,0.412,0.174,174.461,58905.000,133.409,0.577,22.857,29.605,23.788,30.649,22.857,29.605,2.265,0.385,136.223,420.000,544.000
510,Along the build_20.tif,28.745,30.157,0.871,1.034,0.293,0.670,3.519,0.297,0.472,2.117,0.513,1.132,1.751,0.687,0.326,74.769,25245.000,125.218,0.647,28.245,29.769,28.745,30.157,28.245,29.714,0.889,0.420,118.817,522.000,546.000
511,Along the build_20.tif,29.413,30.212,0.327,0.599,0.139,0.670,1.500,0.778,0.519,1.925,0.870,0.637,1.951,0.721,0.712,35.496,11985.000,109.983,0.327,29.279,29.878,29.413,30.212,29.279,29.878,0.584,0.303,103.567,538.000,549.000
512,Along the build_20.tif,48.754,32.738,3.646,5.170,1.472,1.613,13.393,0.103,0.055,18.249,0.517,6.264,9.964,0.234,0.078,375.355,126735.000,124.380,0.629,46.639,29.878,48.754,32.738,46.639,29.878,5.848,0.320,126.275,857.000,549.000
513,Along the build_20.tif,13.875,30.107,0.544,0.435,0.118,0.848,1.513,0.650,0.491,2.037,0.727,0.616,1.695,0.701,0.500,30.210,10200.000,135.000,0.363,13.605,29.932,13.875,30.107,13.605,29.932,0.554,0.272,147.844,250.000,550.000
514,Along the build_20.tif,1.737,30.289,0.707,0.599,0.225,0.741,2.083,0.652,0.417,2.398,0.822,0.893,2.109,0.646,0.531,57.398,19380.000,37.569,0.423,1.361,30.585,1.737,30.289,1.361,29.986,0.829,0.346,40.544,32.000,551.000
515,Along the build_20.tif,20.604,31.423,2.395,2.612,0.637,1.594,7.208,0.154,0.068,14.694,0.734,3.544,11.773,0.261,0.102,162.377,54825.000,132.510,0.301,19.429,30.150,20.604,31.423,19.429,30.150,3.452,0.235,131.886,357.000,554.000
516,Along the build_20.tif,43.413,31.461,1.850,2.667,0.886,1.871,7.174,0.216,0.172,5.808,0.520,3.215,4.039,0.415,0.179,225.817,76245.000,123.959,0.796,42.286,30.204,43.413,31.461,42.286,30.204,2.559,0.441,125.612,777.000,555.000
517,Along the build_20.tif,8.960,30.873,2.014,1.306,0.933,1.343,7.225,0.225,0.615,1.626,0.526,2.194,1.691,0.784,0.355,237.901,80325.000,156.615,1.297,8.109,30.694,8.960,30.873,8.109,30.259,1.390,0.855,155.437,162.000,556.000
518,Along the build_20.tif,6.066,31.143,2.068,1.850,0.453,0.772,5.765,0.171,0.091,10.942,0.571,2.739,7.872,0.302,0.118,115.552,39015.000,40.972,0.348,5.007,32.109,6.066,31.143,5.007,30.313,2.513,0.230,40.886,128.000,557.000
519,Along the build_20.tif,14.797,30.712,1.088,0.980,0.281,1.103,3.442,0.298,0.257,3.886,0.583,1.464,3.270,0.507,0.264,71.748,24225.000,138.013,0.448,14.204,30.313,14.797,30.712,14.204,30.313,1.180,0.304,141.644,261.000,557.000
520,Along the build_20.tif,32.919,30.817,1.143,0.980,0.533,1.020,3.365,0.591,0.368,2.714,0.867,1.470,2.547,0.607,0.476,135.943,45900.000,38.991,0.577,32.381,31.238,32.919,30.817,32.381,30.313,1.357,0.500,40.458,613.000,557.000
521,Along the build_20.tif,2.514,31.043,0.925,1.143,0.258,1.083,3.564,0.255,0.272,3.677,0.490,1.253,2.590,0.522,0.244,65.706,22185.000,55.620,0.484,2.068,31.510,2.514,31.043,2.068,30.476,1.098,0.299,55.848,49.000,560.000
522,Along the build_20.tif,28.252,30.935,0.544,0.816,0.169,0.921,2.147,0.460,0.239,4.185,0.708,0.981,2.932,0.489,0.380,43.049,14535.000,123.690,0.335,27.973,30.476,28.252,30.935,27.973,30.476,0.948,0.227,118.248,514.000,560.000
523,Along the build_20.tif,36.107,31.169,1.469,1.143,0.418,1.275,4.148,0.305,0.257,3.896,0.571,1.736,2.817,0.507,0.249,106.489,35955.000,147.804,0.616,35.374,30.531,36.107,31.169,35.374,30.531,1.439,0.369,139.618,650.000,561.000
524,Along the build_20.tif,31.899,30.798,0.435,0.381,0.124,1.020,1.314,0.906,0.860,1.162,0.894,0.487,1.278,0.928,0.750,31.720,10710.000,26.565,0.381,31.673,30.857,31.899,30.798,31.673,30.639,0.429,0.369,170.999,583.000,563.000
525,Along the build_20.tif,45.212,30.945,0.327,0.490,0.101,0.742,1.282,0.770,0.443,2.259,0.850,0.560,2.034,0.665,0.630,25.678,8670.000,119.055,0.276,45.116,30.694,45.212,30.945,45.061,30.694,0.538,0.238,112.611,829.000,564.000
526,Along the build_20.tif,11.623,31.255,1.905,1.469,0.412,0.889,5.738,0.157,0.308,3.243,0.350,2.265,2.702,0.555,0.147,104.978,35445.000,144.782,0.838,10.884,30.966,11.623,31.255,10.830,30.803,1.304,0.402,146.701,213.000,566.000
527,Along the build_20.tif,28.078,32.830,2.830,3.918,1.265,1.356,10.598,0.141,0.088,11.368,0.562,4.592,6.367,0.297,0.114,322.488,108885.000,121.430,0.721,26.612,30.803,28.078,32.830,26.612,30.803,4.278,0.376,124.642,489.000,566.000
528,Along the build_20.tif,19.476,34.175,7.946,6.639,2.307,2.975,21.551,0.062,0.032,31.111,0.496,10.320,19.318,0.179,0.044,588.333,198645.000,140.349,0.534,15.619,30.912,19.476,34.175,15.619,30.857,9.560,0.307,141.458,288.000,567.000
529,Along the build_20.tif,30.862,32.019,1.524,2.014,0.569,1.192,5.552,0.232,0.140,7.138,0.561,2.430,4.954,0.374,0.185,145.006,48960.000,124.046,0.491,30.150,30.912,30.862,32.019,30.041,30.912,2.273,0.318,133.763,554.000,568.000
530,Along the build_20.tif,34.187,31.605,0.762,1.143,0.347,0.953,3.249,0.413,0.477,2.097,0.614,1.189,1.677,0.691,0.398,88.363,29835.000,74.055,0.709,33.850,32.054,34.187,31.605,33.796,30.912,0.962,0.459,69.488,627.000,568.000
531,Along the build_20.tif,10.890,31.757,1.088,1.361,0.435,0.889,3.623,0.417,0.196,5.091,0.778,1.677,3.961,0.443,0.294,111.020,37485.000,125.754,0.423,10.449,31.075,10.890,31.757,10.395,31.075,1.680,0.330,130.781,192.000,571.000
532,Along the build_20.tif,12.886,31.459,0.381,0.707,0.116,1.280,2.160,0.311,0.350,2.857,0.619,0.804,2.403,0.592,0.429,29.454,9945.000,118.301,0.334,12.626,31.075,12.886,31.459,12.626,31.075,0.648,0.227,102.445,232.000,571.000
533,Along the build_20.tif,52.343,33.799,3.320,4.190,0.951,1.478,11.649,0.088,0.081,12.286,0.375,5.312,6.940,0.285,0.068,242.432,81855.000,127.926,0.766,50.340,31.075,52.343,33.799,50.340,31.075,3.856,0.314,126.703,925.000,571.000
534,Along the build_20.tif,6.724,31.545,0.816,0.599,0.302,0.772,2.455,0.630,0.648,1.542,0.800,0.860,1.437,0.805,0.618,77.035,26010.000,18.435,0.599,6.259,31.728,6.724,31.545,6.259,31.238,0.770,0.499,10.202,123.000,574.000
535,Along the build_20.tif,39.935,31.865,1.197,1.034,0.421,0.970,3.251,0.500,0.266,3.758,0.759,1.391,2.780,0.516,0.340,107.244,36210.000,149.421,0.500,39.347,31.565,39.935,31.865,39.347,31.347,1.419,0.377,140.456,728.000,576.000
536,Along the build_20.tif,37.294,31.633,0.544,0.435,0.151,0.920,1.449,0.904,0.709,1.410,0.872,0.586,1.385,0.842,0.638,38.517,13005.000,158.199,0.423,37.007,31.510,37.294,31.633,37.007,31.456,0.521,0.369,158.378,681.000,578.000
537,Along the build_20.tif,3.033,32.565,3.483,1.959,1.007,1.608,8.974,0.157,0.110,9.090,0.460,3.802,4.861,0.332,0.148,256.782,86700.000,23.629,0.782,1.252,33.034,3.033,32.565,1.252,31.510,3.414,0.376,27.259,85.000,579.000
538,Along the build_20.tif,23.676,33.104,2.503,2.830,0.480,2.009,7.861,0.098,0.043,23.440,0.512,3.742,12.625,0.207,0.068,122.349,41310.000,130.872,0.296,22.476,31.673,23.676,33.104,22.476,31.673,3.784,0.161,129.373,413.000,582.000
539,Along the build_20.tif,33.554,32.317,1.687,1.034,0.412,0.953,4.661,0.238,0.181,5.526,0.630,1.951,4.227,0.425,0.236,104.978,35445.000,149.859,0.462,32.707,31.728,33.554,32.317,32.707,31.728,1.702,0.308,148.412,601.000,583.000
540,Along the build_20.tif,39.046,32.253,0.762,1.034,0.163,0.970,2.699,0.281,0.135,7.385,0.719,1.284,5.660,0.368,0.207,41.538,14025.000,126.384,0.227,38.694,31.728,39.046,32.253,38.694,31.728,1.238,0.168,124.472,711.000,583.000
541,Along the build_20.tif,46.734,32.969,3.646,2.449,1.300,1.814,12.944,0.098,0.373,2.684,0.343,4.392,3.171,0.610,0.146,331.551,111945.000,146.113,1.385,45.170,31.891,46.734,32.969,45.170,31.891,2.108,0.785,144.984,830.000,586.000
542,Along the build_20.tif,36.818,32.420,1.741,0.925,0.524,0.920,4.616,0.309,0.304,3.286,0.559,1.745,2.356,0.552,0.325,133.678,45135.000,3.576,0.741,35.973,32.599,36.818,32.420,35.973,31.946,1.481,0.451,20.994,684.000,587.000
543,Along the build_20.tif,15.633,33.963,4.844,4.299,1.801,1.131,13.753,0.120,0.054,18.531,0.556,6.299,10.078,0.232,0.086,459.186,155040.000,140.258,0.625,13.333,32.218,15.633,33.963,13.333,32.000,6.518,0.352,138.926,250.000,588.000
544,Along the build_20.tif,5.883,33.013,1.252,1.469,0.341,0.874,4.135,0.250,0.105,9.482,0.653,1.930,6.494,0.325,0.185,86.853,29325.000,130.426,0.297,5.279,32.272,5.883,33.013,5.279,32.272,2.028,0.214,127.898,97.000,593.000
545,Along the build_20.tif,35.120,33.027,0.762,1.143,0.382,1.262,2.962,0.547,0.349,2.867,0.816,1.243,2.425,0.591,0.439,97.426,32895.000,113.199,0.513,34.939,32.490,35.120,33.027,34.721,32.490,1.181,0.412,118.485,642.000,597.000
546,Along the build_20.tif,12.373,32.746,0.653,0.381,0.127,0.754,1.622,0.609,0.405,2.469,0.768,0.730,2.108,0.636,0.512,32.475,10965.000,153.435,0.346,12.027,32.544,12.373,32.746,12.027,32.544,0.633,0.256,151.596,221.000,598.000
547,Along the build_20.tif,5.284,33.650,1.469,1.741,0.477,0.874,5.059,0.234,0.182,5.496,0.480,2.043,3.149,0.427,0.186,121.594,41055.000,131.760,0.649,4.571,32.762,5.284,33.650,4.517,32.762,1.827,0.332,124.698,84.000,602.000
548,Along the build_20.tif,7.989,33.596,1.524,1.578,0.465,1.676,4.578,0.279,0.122,8.215,0.698,2.156,5.496,0.349,0.193,118.573,40035.000,132.955,0.392,7.184,32.762,7.989,33.596,7.184,32.762,2.205,0.268,131.310,132.000,602.000
549,Along the build_20.tif,32.805,33.022,0.762,0.599,0.258,1.028,2.147,0.702,0.630,1.586,0.809,0.785,1.470,0.794,0.565,65.706,22185.000,146.310,0.534,32.381,32.925,32.805,33.022,32.381,32.762,0.721,0.455,162.163,601.000,602.000
550,Along the build_20.tif,13.056,33.067,0.490,0.435,0.118,0.754,1.404,0.755,0.445,2.245,0.851,0.655,2.129,0.667,0.556,30.210,10200.000,138.366,0.308,12.789,32.871,13.056,33.067,12.789,32.871,0.582,0.259,137.053,235.000,604.000
551,Along the build_20.tif,31.092,33.189,0.327,0.544,0.110,1.192,1.436,0.668,0.547,1.827,0.787,0.568,1.740,0.740,0.617,27.944,9435.000,106.699,0.327,31.020,32.871,31.092,33.189,30.912,32.871,0.505,0.276,89.451,570.000,604.000
552,Along the build_20.tif,41.326,34.182,1.361,2.068,0.803,1.814,7.044,0.203,0.327,3.055,0.478,2.101,2.172,0.572,0.285,204.670,69105.000,73.443,0.967,40.816,35.048,41.326,34.182,40.707,33.034,1.767,0.578,64.240,758.000,607.000
553,Along the build_20.tif,37.996,34.161,1.850,2.231,0.737,2.103,6.341,0.231,0.131,7.632,0.567,2.816,5.017,0.362,0.179,188.055,63495.000,131.082,0.561,37.007,33.361,37.996,34.161,37.007,33.252,2.677,0.351,130.313,684.000,611.000
554,Along the build_20.tif,45.540,34.335,2.449,2.776,1.045,1.814,8.233,0.194,0.199,5.019,0.505,3.429,3.341,0.446,0.154,266.600,90015.000,125.961,1.026,44.952,33.252,45.540,34.335,44.517,33.252,2.585,0.515,128.372,826.000,611.000
